Depth[m]	Vp[m/s]	Density[kg/m3]
2480.61	3706.8	2494
2480.77	3562.7	2420
2480.92	3441.6	2328
2481.07	3468.3	2235
2481.22	3434.4	2140
2481.38	3278.4	2166
2481.53	3115.9	2268
2481.68	2991.7	2387
2481.83	2938.9	2467
2481.99	3141.3	2510
2482.14	3540.4	2487
2482.29	4059.8	2457
2482.44	4237.4	2415
2482.60	3996.7	2325
2482.75	3809.0	2239
2482.90	3370.0	2221
2483.05	3409.2	2204
2483.21	3473.9	2391
2483.36	3558.7	2480
2483.51	3756.1	2421
2483.66	3706.0	2381
2483.82	3630.2	2450
2483.97	3627.1	2415
2484.12	3657.1	2473
2484.27	3687.6	2467
2484.42	3718.6	2483
2484.58	3751.9	2444
2484.73	3676.2	2364
2484.88	3599.1	2409
2485.03	3552.8	2387
2485.19	3643.5	2469
2485.34	3747.5	2543
2485.49	3836.1	2617
2485.64	3695.1	2533
2485.80	3600.0	2444
2485.95	3606.1	2398
2486.10	3539.0	2370
2486.25	3500.3	2434
2486.41	3564.3	2416
2486.56	3508.1	2379
2486.71	3540.3	2398
2486.86	3667.9	2417
2487.02	3828.1	2430
2487.17	3896.5	2396
2487.32	3916.4	2333
2487.47	3834.2	2317
2487.63	3759.7	2320
2487.78	3723.1	2331
2487.93	3689.0	2351
2488.08	3703.7	2349
2488.23	3699.3	2344
2488.39	3674.1	2360
2488.54	3685.9	2335
2488.69	3702.4	2317
2488.84	3693.2	2321
2489.00	3675.3	2326
2489.15	3688.6	2327
2489.30	3728.9	2327
2489.45	3692.7	2366
2489.61	3668.4	2416
2489.76	3696.8	2432
2489.91	3724.7	2410
2490.06	3816.7	2472
2490.22	3910.9	2428
2490.37	3952.2	2334
2490.52	4002.3	2252
2490.67	4068.9	2112
2490.83	4007.2	2001
2490.98	3899.6	1671
2491.13	3790.1	1618
2491.28	3489.8	1609
2491.44	3119.6	1601
2491.59	2956.1	1618
2491.74	2908.3	2006
2491.89	3079.8	2000
2492.04	3094.0	2138
2492.20	3058.3	2313
2492.35	2989.0	2366
2492.50	2924.6	2391
2492.65	2916.6	2417
2492.81	2890.1	2402
2492.96	2839.8	2458
2493.11	2852.7	2517
2493.26	3110.9	2543
2493.42	3669.6	2589
2493.57	4246.3	2631
2493.72	4128.1	2651
2493.87	3939.2	2642
2494.03	3943.0	2652
2494.18	3946.9	2615
2494.33	3950.7	2590
2494.48	3954.4	2560
2494.64	3849.0	2506
2494.79	3753.6	2458
2494.94	3713.3	2498
2495.09	3688.2	2533
2495.25	3634.1	2482
2495.40	3648.2	2459
2495.55	3662.3	2507
2495.70	3660.9	2535
2495.85	3645.2	2494
2496.01	3698.0	2463
2496.16	3714.0	2478
2496.31	3710.9	2442
2496.46	3734.8	2502
2496.62	3698.4	2380
2496.77	3663.1	2410
2496.92	3699.3	2402
2497.07	3733.7	2396
2497.23	3674.7	2441
2497.38	3664.2	2417
2497.53	3653.8	2408
2497.68	3643.1	2420
2497.84	3657.1	2417
2497.99	3728.7	2459
2498.14	3679.1	2484
2498.29	3649.6	2495
2498.45	3684.6	2405
2498.60	3514.7	2372
2498.75	3436.5	2393
2498.90	3361.6	2368
2499.06	3317.6	2294
2499.21	3290.2	2242
2499.36	3252.8	2246
2499.51	3240.9	2252
2499.66	3323.6	2320
2499.82	3372.2	2382
2499.97	3447.3	2355
